Hotspot,0,4900,515,30,5,8,.31278811893935200000,1596.57033044262900000000,0
eVST-RS,0,4900,515,30,10,8,.38486058576290816000,846.39386058002830000000,0
Hotspot,0,4900,515,30,10,8,.09752048955488135000,831.81696210575690000000,0
eVST-RS,0,4900,519,30,5,9,2.13177896150500600000,1379.72113844760900000000,0
Hotspot,0,4900,519,30,5,9,.18558037487127876000,1304.44077976577480000000,0
eVST-RS,0,4900,519,30,10,9,.20082605609695747000,721.82355678987850000000,0
Hotspot,0,4900,519,30,10,9,.09187554919753893000,751.65100515364860000000,0
eVST-RS,0,4900,520,30,10,10,.34971866091018455000,923.40828781210430000000,0
Hotspot,0,4900,520,30,10,10,.13367810892123090000,876.63465043982170000000,0
eVST-RS,0,4900,520,40,10,1,.53643670837664100000,1166.58429634232060000000,0
Hotspot,0,4900,520,40,10,1,.15135585151438136000,1157.04205546000460000000,0
eVST-RS,0,4900,520,40,15,1,.10074600057942007000,447.84440723221890000000,0
Hotspot,0,4900,520,40,15,1,.05570608729885862000,492.72683925647675000000,0
eVST-RS,0,4900,519,40,10,2,1.28843750419400750000,1209.53145425073380000000,0
Hotspot,0,4900,519,40,10,2,.15276787610491738000,1185.19629390867320000000,0
eVST-RS,0,4900,519,40,15,2,.14675779100525688000,535.05341893573970000000,0
Hotspot,0,4900,519,40,15,2,.06756046204827726000,573.20600119386690000000,0
eVST-RS,0,4900,515,40,10,3,.53846928165603460000,1145.20089906257730000000,0
Hotspot,0,4900,515,40,10,3,.13853038912202464000,1113.29455725436000000000,0
eVST-RS,0,4900,515,40,15,3,.08773934744476719000,396.03379629911440000000,0
Hotspot,0,4900,515,40,15,3,.05000311853291350400,405.13926450207530000000,0
eVST-RS,0,4900,519,40,10,4,.35751499461912317000,995.98310650476500000000,0
Hotspot,0,4900,519,40,10,4,.11566166990724014000,945.32045851447880000000,0
eVST-RS,0,4900,519,40,15,4,.07136033588540158000,331.44443458233343000000,0
Hotspot,0,4900,519,40,15,4,.03747411419863056000,334.64667032206336000000,0
eVST-RS,0,4900,516,40,10,5,.82762523280416640000,1258.88731593518330000000,0
Hotspot,0,4900,516,40,10,5,.20737063415162993000,1186.43803051292230000000,0
eVST-RS,0,4900,516,40,15,5,.10149760662352492000,448.78514620695730000000,0
Hotspot,0,4900,516,40,15,5,.04687195301539759400,439.45874671325590000000,0
eVST-RS,0,4900,518,40,10,6,.58274179884847400000,981.47262346962360000000,0
Hotspot,0,4900,518,40,10,6,.12619362856003136000,992.05355728034460000000,0
eVST-RS,0,4900,518,40,15,6,.10001531634225103000,428.18175633006160000000,0
Hotspot,0,4900,518,40,15,6,.04785764644657320000,427.96905477196344000000,0
eVST-RS,0,4900,514,40,10,7,.93119409831342640000,1240.14832455871460000000,0
Hotspot,0,4900,514,40,10,7,.16375616699860984000,1270.71110866892970000000,0
eVST-RS,0,4900,514,40,15,7,.14033005926830810000,512.11791362437450000000,0
Hotspot,0,4900,514,40,15,7,.07806320912095543000,573.62850709803180000000,0
eVST-RS,0,4900,517,40,10,8,.29819890875023700000,1097.60664990892060000000,0
Hotspot,0,4900,517,40,10,8,.14570617414301523000,1106.25169008890070000000,0
eVST-RS,0,4900,517,40,15,8,.14445639224413753000,439.51193606047514000000,0
Hotspot,0,4900,517,40,15,8,.07516889424641704000,473.06945860095900000000,0
eVST-RS,0,4900,512,40,10,9,2.09974925411734150000,1314.05457489149030000000,0
Hotspot,0,4900,512,40,10,9,.20584413174856310000,1229.59696069228400000000,0
eVST-RS,0,4900,512,40,15,9,.11659999321000214000,505.01094070183770000000,0
Hotspot,0,4900,512,40,15,9,.05226977920028730000,473.08860144887933000000,0
eVST-RS,0,4900,517,40,10,10,1.05700995009647160000,1145.82928109764130000000,0
Hotspot,0,4900,517,40,10,10,.13886750653909985000,1110.52803283470280000000,0
eVST-RS,0,4900,517,40,15,10,.13624004339089880000,520.10612632490100000000,0
Hotspot,0,4900,517,40,15,10,.05543647231479554000,497.14311216634520000000,0
eVST-RS,0,4900,517,50,10,1,1.34085570979823390000,1344.40158704923850000000,0
Hotspot,0,4900,517,50,10,1,.15754515360185906000,1301.93843922983480000000,0
eVST-RS,0,4900,517,50,15,1,.30396503768679395000,763.38878041216960000000,0
Hotspot,0,4900,517,50,15,1,.12521543539878620000,803.47981208919200000000,0
eVST-RS,0,4900,519,50,10,2,1.45372688436327730000,1455.09941515746480000000,0
Hotspot,0,4900,519,50,10,2,.25743217584476950000,1497.58170722718700000000,0
eVST-RS,0,4900,519,50,15,2,.41523983890965610000,890.94434806730830000000,0
Hotspot,0,4900,519,50,15,2,.11294736152285623000,932.93716765666200000000,0
eVST-RS,0,4900,518,50,15,3,.41209485710351146000,859.01909673573910000000,0
Hotspot,0,4900,518,50,15,3,.12969664959018700000,779.97436403417880000000,0
eVST-RS,0,4900,522,50,10,4,3.90765982878838260000,1808.22249129649100000000,0
Hotspot,0,4900,522,50,10,4,.22551063025093754000,1560.76123721797500000000,0
eVST-RS,0,4900,522,50,15,4,.27667076418310900000,687.43152537946890000000,0
Hotspot,0,4900,522,50,15,4,.09633070981726632000,774.21095276533910000000,0
eVST-RS,0,4900,519,50,10,5,4.75848931921973400000,1734.51184144989450000000,0
Hotspot,0,4900,519,50,10,5,.23178243531492626000,1644.22784372820820000000,0
eVST-RS,0,4900,519,50,15,5,.38482229490909960000,944.40688821819040000000,0
Hotspot,0,4900,519,50,15,5,.09058273942991946000,836.96252549626920000000,0
eVST-RS,0,4900,517,50,10,6,1.73629878235078650000,1491.33242743691000000000,0
Hotspot,0,4900,517,50,10,6,.29487668371257314000,1345.65141975328670000000,0
eVST-RS,0,4900,517,50,15,6,.81528610373516130000,737.74632579717210000000,0
Hotspot,0,4900,517,50,15,6,.15649511574520147000,743.24750382029530000000,0
eVST-RS,0,4900,519,50,15,7,1.27169097938531200000,955.63368506042240000000,0
Hotspot,0,4900,519,50,15,7,.10857194062009512000,867.02493800174060000000,0
eVST-RS,0,4900,516,50,10,8,1.15932034918114370000,1696.09938280154960000000,0
Hotspot,0,4900,516,50,10,8,.18150614903788664000,1489.22234312167120000000,0
eVST-RS,0,4900,516,50,15,8,.26255446577943076000,766.72200965468380000000,0
Hotspot,0,4900,516,50,15,8,.09870395327379810000,879.63940793172660000000,0
eVST-RS,0,4900,515,50,10,9,.99796940047599490000,1426.93758856024200000000,0
Hotspot,0,4900,515,50,10,9,.19874729694220150000,1445.01860017280320000000,0
eVST-RS,0,4900,515,50,15,9,.22286856131358945000,837.14297757856420000000,0
Hotspot,0,4900,515,50,15,9,.10608421935194201000,835.01110393418670000000,0
eVST-RS,0,4900,516,50,15,10,.34253300711134216000,887.25512575429050000000,0
Hotspot,0,4900,516,50,15,10,.13134986708701035000,950.55118370640390000000,0
eVST-RS,0,4900,517,60,15,1,.71912790013720950000,1272.31917648211060000000,0
Hotspot,0,4900,517,60,15,1,.22020872857774520000,1254.33892351156760000000,0
eVST-RS,0,4900,514,60,10,2,1.50102516853894490000,1799.23177135192030000000,0
Hotspot,0,4900,514,60,10,2,.28449394096605830000,1727.27457196114200000000,0
eVST-RS,0,4900,514,60,15,2,.65600601916412420000,1201.75586462986580000000,0
Hotspot,0,4900,514,60,15,2,.20026274631436536000,1172.67946920894970000000,0
eVST-RS,0,4900,514,60,10,3,2.33508839660771630000,1739.57370146577800000000,0
Hotspot,0,4900,514,60,10,3,.22334384160694754000,1780.28021122397830000000,0
eVST-RS,0,4900,518,60,15,4,.58663957095268420000,1059.37610559109820000000,0
Hotspot,0,4900,518,60,15,4,.17049654158563500000,1080.53941793629500000000,0
eVST-RS,0,4900,515,60,15,5,1.17348875472634970000,1230.82236604408420000000,0
Hotspot,0,4900,515,60,15,5,.15188758120984858000,1236.98054686050730000000,0
eVST-RS,0,4900,519,60,15,6,.57032648282347510000,1289.57698098486700000000,0
Hotspot,0,4900,519,60,15,6,.15570916635624600000,1278.55999753787270000000,0
eVST-RS,0,4900,515,60,15,7,.31286904291027895000,1146.71475760469980000000,0
Hotspot,0,4900,515,60,15,7,.12497740050093853000,1127.92329776825040000000,0
eVST-RS,0,4900,511,60,15,8,1.01798643793154040000,1127.81857363778730000000,0
Hotspot,0,4900,511,60,15,8,.13049602051432885000,1086.99525885750130000000,0
eVST-RS,0,4900,508,60,15,9,.34121059101380524000,1139.30351607388730000000,0
Hotspot,0,4900,508,60,15,9,.13016640336809360000,1154.57199369893740000000,0
eVST-RS,0,4900,516,60,15,10,.74908871714524140000,1029.62617012498340000000,0
Hotspot,0,4900,516,60,15,10,.17262267086971406000,1047.52199094247130000000,0
eVST-RS,0,4900,518,70,15,1,.80504902413576930000,1423.75947970967790000000,0
Hotspot,0,4900,518,70,15,1,.15784358541350230000,1314.01603968911060000000,0
eVST-RS,0,4900,516,70,15,2,.62486568594704300000,1472.40569924426520000000,0
Hotspot,0,4900,516,70,15,2,.17681769053251628000,1498.49753962706340000000,0
eVST-RS,0,4900,516,70,15,5,1.30260590973921350000,1451.59401003020230000000,0
Hotspot,0,4900,516,70,15,5,.18116350510535995000,1445.48726783713640000000,0
eVST-RS,0,4900,513,70,15,7,1.53049254670440860000,1674.91181313306560000000,0
Hotspot,0,4900,513,70,15,7,.19631089331323892000,1591.88295039881680000000,0
eVST-RS,0,4900,513,70,15,8,.88294841156130130000,1482.55983024385230000000,0
Hotspot,0,4900,513,70,15,8,.17340230424088077000,1406.52392797658900000000,0
eVST-RS,0,4900,513,70,15,9,.48444878144255200000,1294.56480846990850000000,0
Hotspot,0,4900,513,70,15,9,.15558126700852880000,1279.05653807848220000000,0
eVST-RS,0,4900,516,70,15,10,1.75083667490071100000,1522.35300530226460000000,0
Hotspot,0,4900,516,70,15,10,.25425245594306034000,1485.66636307915020000000,0
eVST-RS,0,6400,516,30,5,1,2.07269775252461840000,1635.45107605247430000000,0
Hotspot,0,6400,516,30,5,1,.27968232012608496000,1547.64011129800600000000,0
eVST-RS,0,6400,516,30,10,1,.53934010252487500000,1095.66576346130610000000,0
Hotspot,0,6400,516,30,10,1,.16133002689912246000,842.12697096701690000000,0
eVST-RS,0,6400,518,30,5,2,4.72255276045507300000,1573.44741120323490000000,0
Hotspot,0,6400,518,30,5,2,.26532561831845670000,1604.68224071608050000000,0
eVST-RS,0,6400,518,30,10,2,.57835690391948450000,915.39332305950730000000,0
Hotspot,0,6400,518,30,10,2,.10716149503332417000,832.91918318786250000000,0
eVST-RS,0,6400,519,30,10,3,1.61794846287921250000,1033.41558440958990000000,0
Hotspot,0,6400,519,30,10,3,.18682739351424970000,1003.58697886151690000000,0
eVST-RS,0,6400,520,30,10,4,.27476490599747194000,640.17451625705300000000,0
Hotspot,0,6400,520,30,10,4,.10163063773597969000,636.74758729042450000000,0
eVST-RS,0,6400,517,30,10,5,.28394365796793863000,776.30345987583440000000,0
Hotspot,0,6400,517,30,10,5,.11266787776276033000,748.21379362113040000000,0
eVST-RS,0,6400,516,30,10,6,.50228718772177670000,1002.65188078900630000000,0
Hotspot,0,6400,516,30,10,6,.13986385824955505000,919.93936175962820000000,0
eVST-RS,0,6400,516,30,10,7,.23953297789921635000,833.24668492470780000000,0
Hotspot,0,6400,516,30,10,7,.09974254334974830000,763.23732138086200000000,0
eVST-RS,0,6400,516,30,5,8,4.32996255391299200000,1443.61378186348400000000,0
Hotspot,0,6400,516,30,5,8,.22468520575694130000,1412.00648119097800000000,0
eVST-RS,0,6400,516,30,10,8,.29198434259342320000,876.64305861151660000000,0
Hotspot,0,6400,516,30,10,8,.14239579163768212000,994.82142818319200000000,0
eVST-RS,0,6400,517,30,10,9,.20179161722353456000,624.53226042412720000000,0
Hotspot,0,6400,517,30,10,9,.07774346075075300000,665.79602397490740000000,0
eVST-RS,0,6400,518,30,10,10,.66195847060862430000,982.81460817456590000000,0
Hotspot,0,6400,518,30,10,10,.20789210032035044000,937.30241025680300000000,0
eVST-RS,0,6400,518,40,10,1,.58024894581740230000,1213.01626111533300000000,0
Hotspot,0,6400,518,40,10,1,.15364303923615807000,1156.05704901021770000000,0
eVST-RS,0,6400,518,40,15,1,.23253562036279618000,666.87376034847810000000,0
Hotspot,0,6400,518,40,15,1,.08550742487295793000,636.15079446616900000000,0
eVST-RS,0,6400,518,40,10,2,.64595881483182890000,1179.35649315520250000000,0
Hotspot,0,6400,518,40,10,2,.17898566342955746000,1218.94787816357170000000,0
eVST-RS,0,6400,518,40,15,2,.12047644875565311000,471.77028838032510000000,0
Hotspot,0,6400,518,40,15,2,.06580618827683793000,478.45525287006570000000,0
eVST-RS,0,6400,517,40,15,3,.06775428482615098000,315.44946327418614000000,0
Hotspot,0,6400,517,40,15,3,.03975577540586528000,314.27698618209325000000,0
eVST-RS,0,6400,517,40,10,4,.63468867167102870000,1196.92576985241700000000,0
Hotspot,0,6400,517,40,10,4,.20864528536912985000,1197.24062069461460000000,0
eVST-RS,0,6400,517,40,15,4,.17151263084997480000,493.41830518356750000000,0
Hotspot,0,6400,517,40,15,4,.13664032097949530000,511.53857390338980000000,0
eVST-RS,0,6400,516,40,10,5,.53029911867997730000,1217.78379879883900000000,0
Hotspot,0,6400,516,40,10,5,.16527240587492997000,1139.97247394112100000000,0
eVST-RS,0,6400,516,40,15,5,.11089070842899673000,479.80889900539614000000,0
Hotspot,0,6400,516,40,15,5,.06194118051098485000,477.26966130576665000000,0
eVST-RS,0,6400,515,40,10,6,.55523633352095200000,1154.81402086409400000000,0
Hotspot,0,6400,515,40,10,6,.14196235495910514000,1156.93304637742180000000,0
eVST-RS,0,6400,515,40,15,6,.08910202815241064000,465.22617649894070000000,0
Hotspot,0,6400,515,40,15,6,.05923989891198289000,468.20734206523827000000,0
eVST-RS,0,6400,517,40,10,7,2.68262645258619160000,1398.72860637083570000000,0
Hotspot,0,6400,517,40,10,7,.17947357575940260000,1319.96619250510980000000,0
eVST-RS,0,6400,517,40,15,7,.05491303239250555600,322.52310417208900000000,0
Hotspot,0,6400,517,40,15,7,.03766596322020632000,339.97658265315970000000,0
eVST-RS,0,6400,518,40,10,8,1.40962095212307760000,1262.13472631416560000000,0
Hotspot,0,6400,518,40,10,8,.15536889093164064000,1142.33574934337280000000,0
eVST-RS,0,6400,518,40,15,8,.31381960349608560000,570.13315166776150000000,0
Hotspot,0,6400,518,40,15,8,.08530136481203954000,548.05662537701710000000,0
eVST-RS,0,6400,519,40,10,9,1.55147475053672680000,1418.82793865510580000000,0
Hotspot,0,6400,519,40,10,9,.18813244056400436000,1310.03945523495940000000,0
eVST-RS,0,6400,519,40,15,9,.33293226624118690000,696.93447554513890000000,0
Hotspot,0,6400,519,40,15,9,.09950569270404230000,634.51084259004040000000,0
eVST-RS,0,6400,517,40,10,10,2.58289812027578600000,1387.06371413251000000000,0
Hotspot,0,6400,517,40,10,10,.35748420403615455000,1393.82487638695780000000,0
eVST-RS,0,6400,517,40,15,10,.14043901056356844000,461.10471190718800000000,0
Hotspot,0,6400,517,40,15,10,.08615284287952818000,485.21306439147110000000,0
eVST-RS,0,6400,516,50,10,1,1.59942042647344350000,1670.32936179821880000000,0
Hotspot,0,6400,516,50,10,1,.39142411186912796000,1621.89923680683750000000,0
eVST-RS,0,6400,516,50,15,1,3.27394974503113200000,1006.25349658031550000000,0
Hotspot,0,6400,516,50,15,1,.14168879246426513000,932.90942823055470000000,0
eVST-RS,0,6400,517,50,10,2,2.89853278920782030000,1879.32021540989200000000,0
Hotspot,0,6400,517,50,10,2,.33954710998841620000,1738.53953447930760000000,0
eVST-RS,0,6400,517,50,15,2,.43403867455162980000,969.21623354787800000000,0
Hotspot,0,6400,517,50,15,2,.17433312727371230000,897.28349456592330000000,0
eVST-RS,0,6400,515,50,15,3,1.13741363833469220000,984.54305917685790000000,0
Hotspot,0,6400,515,50,15,3,.23375342742656358000,929.08877811828150000000,0
eVST-RS,0,6400,514,50,10,4,.96284444991761120000,1495.62174575927090000000,0
Hotspot,0,6400,514,50,10,4,.29836351994708820000,1464.31215200040970000000,0
eVST-RS,0,6400,514,50,15,4,.43113251714748910000,806.37741135960700000000,0
Hotspot,0,6400,514,50,15,4,.18718622224150750000,796.29130347422680000000,0
eVST-RS,0,6400,517,50,15,5,1.32349061005515980000,956.99684593523080000000,0
Hotspot,0,6400,517,50,15,5,.34327987614233280000,928.40346054897080000000,0
eVST-RS,0,6400,511,50,10,6,1.33599119231257650000,1872.07583347239940000000,0
Hotspot,0,6400,511,50,10,6,.24823052831015957000,1695.96067673637400000000,0
eVST-RS,0,6400,513,50,15,7,.54706538104073840000,971.49520188989060000000,0
Hotspot,0,6400,513,50,15,7,.18637382453016470000,856.18027345343880000000,0
eVST-RS,0,6400,515,50,10,8,4.47235439803989700000,1842.02902637170880000000,0
Hotspot,0,6400,515,50,10,8,.27494530723924980000,1746.02969397959870000000,0
eVST-RS,0,6400,515,50,15,8,.27335367090745420000,879.42810924969960000000,0
Hotspot,0,6400,515,50,15,8,.10936302177287871000,895.41730405678300000000,0
eVST-RS,0,6400,516,50,15,9,1.39939532030439300000,1163.79510425082840000000,0
Hotspot,0,6400,516,50,15,9,.27646825688316310000,1073.71280589847600000000,0
eVST-RS,0,6400,514,50,10,10,5.02016388485571950000,1986.85680171343480000000,0
Hotspot,0,6400,514,50,10,10,.50361039332346990000,1895.86564828510100000000,0
eVST-RS,0,6400,514,50,15,10,.42716645310611057000,957.62730543682870000000,0
Hotspot,0,6400,514,50,15,10,.12186755154107232000,963.29865695536590000000,0
eVST-RS,0,6400,514,60,15,1,3.38915231943792600000,1579.84949904635640000000,0
Hotspot,0,6400,514,60,15,1,.21694966371069313000,1459.86031023894820000000,0
eVST-RS,0,6400,517,60,15,2,1.35963283413184400000,1327.13741100806580000000,0
Hotspot,0,6400,517,60,15,2,.17682676980803080000,1285.83915859391530000000,0
eVST-RS,0,6400,517,60,10,3,3.50821832260771770000,1963.95094275492920000000,0
Hotspot,0,6400,517,60,10,3,.35363024930120446000,1917.04372476193730000000,0
eVST-RS,0,6400,517,60,15,3,.73834793517562500000,1358.12490779539460000000,0
Hotspot,0,6400,517,60,15,3,.18210222315792635000,1276.48460909011500000000,0
eVST-RS,0,6400,519,60,15,4,1.22439585321808400000,1526.17973532730620000000,0
Hotspot,0,6400,519,60,15,4,.29897498936225020000,1540.24929220704670000000,0
eVST-RS,0,6400,514,60,15,5,3.10226697646612600000,1533.46323381580650000000,0
Hotspot,0,6400,514,60,15,5,.25954804160028290000,1448.22498075873800000000,0
eVST-RS,0,6400,515,60,15,6,.83675621989641510000,1165.13271048475490000000,0
Hotspot,0,6400,515,60,15,6,.16138252879136417000,1164.50302269462260000000,0
eVST-RS,0,6400,516,60,15,8,2.29137208367683340000,1390.10799029839560000000,0
Hotspot,0,6400,516,60,15,8,.27012697563077380000,1379.32468243064700000000,0
eVST-RS,0,6400,515,60,15,9,.88358159228300790000,1451.30186060358300000000,0
Hotspot,0,6400,515,60,15,9,.18017939067794940000,1366.78595773480170000000,0
eVST-RS,0,6400,514,60,15,10,.69599588195706020000,1098.77588245575950000000,0
Hotspot,0,6400,514,60,15,10,.15744567633191764000,1162.45757953774250000000,0
eVST-RS,0,6400,512,70,15,1,.79016335588858060000,1498.26136559010770000000,0
Hotspot,0,6400,512,70,15,1,.22766794486960862000,1452.13565177835150000000,0
eVST-RS,0,6400,515,70,15,2,1.22465323091819300000,1653.87374726605570000000,0
Hotspot,0,6400,515,70,15,2,.20959031944039452000,1591.27576590214970000000,0
eVST-RS,0,6400,512,70,15,4,.72215879888426570000,1535.43396316571400000000,0
Hotspot,0,6400,512,70,15,4,.21156052204969455000,1607.65042693325900000000,0
eVST-RS,0,6400,511,70,15,5,.90697848843410610000,1601.00315053963570000000,0
Hotspot,0,6400,511,70,15,5,.33220868752323440000,1616.38578756359810000000,0
eVST-RS,0,6400,511,70,15,7,1.06076640131504970000,1777.01360780160500000000,0
Hotspot,0,6400,511,70,15,7,.40682256176114606000,1755.97312146874290000000,0
eVST-RS,0,6400,512,70,15,8,1.23078174134025180000,1759.22746110907660000000,0
Hotspot,0,6400,512,70,15,8,.30772227840861890000,1779.53445103444780000000,0
eVST-RS,0,6400,513,70,15,9,1.15705724127474240000,1828.41752965841200000000,0
Hotspot,0,6400,513,70,15,9,.26335265245143090000,1818.24600159830330000000,0
eVST-RS,0,6400,512,70,15,10,.97888042279555520000,1692.87531959603480000000,0
Hotspot,0,6400,512,70,15,10,.26306961593036250000,1682.02113758716250000000,0
eVST-RS,0,6400,692,30,10,1,.38790095853437380000,735.16525146176850000000,0
Hotspot,0,6400,692,30,10,1,.12269968680448073000,736.42024120007370000000,0
eVST-RS,0,6400,689,30,10,2,.27066462659240640000,700.92158598817560000000,0
Hotspot,0,6400,689,30,10,2,.10308687444921816000,713.21761763068960000000,0
eVST-RS,0,6400,692,30,10,3,.42493808329345484000,882.94020338413970000000,0
Hotspot,0,6400,692,30,10,3,.21163907751542865000,842.48553870378730000000,0
eVST-RS,0,6400,687,30,10,4,.64313358139588670000,900.56029489924400000000,0
Hotspot,0,6400,687,30,10,4,.13644768245649175000,791.92044222048710000000,0
eVST-RS,0,6400,690,30,10,5,1.07915193258122600000,883.09009475938270000000,0
Hotspot,0,6400,690,30,10,5,.31340550961976990000,969.68432912700550000000,0
eVST-RS,0,6400,690,30,10,6,.56296950705836930000,1006.77901513426100000000,0
Hotspot,0,6400,690,30,10,6,.18513667466504558000,987.94730661178080000000,0
eVST-RS,0,6400,692,30,5,7,1.86599582669077800000,1316.25262212414300000000,0
Hotspot,0,6400,692,30,5,7,.24573451727155770000,1306.68110319482070000000,0
eVST-RS,0,6400,692,30,10,7,.44938343829744554000,779.32688811149160000000,0
Hotspot,0,6400,692,30,10,7,.17507960155307956000,766.58684101542260000000,0
eVST-RS,0,6400,692,30,5,8,1.95867311531947050000,1397.07802180392510000000,0
Hotspot,0,6400,692,30,5,8,.22461336106061935000,1376.66736999535350000000,0
eVST-RS,0,6400,692,30,10,8,.21692005738077570000,730.52226381191690000000,0
Hotspot,0,6400,692,30,10,8,.11641248644991720000,790.38837115110790000000,0
eVST-RS,0,6400,690,30,10,9,1.26756148840104290000,909.38843721631790000000,0
Hotspot,0,6400,690,30,10,9,.14819665866889410000,901.76170670757950000000,0
eVST-RS,0,6400,692,30,5,10,11.52056021493444900000,1842.61110412230600000000,0
Hotspot,0,6400,692,30,5,10,.36878474302830000000,1625.54901908549410000000,0
eVST-RS,0,6400,692,30,10,10,.39258902228903025000,719.31360614589180000000,0
Hotspot,0,6400,692,30,10,10,.13149118797264236000,738.15616594507050000000,0
eVST-RS,0,6400,690,40,10,1,.88088425819660190000,1190.23525505613220000000,0
Hotspot,0,6400,690,40,10,1,.19411449833751250000,1165.10566843154400000000,0
eVST-RS,0,6400,690,40,15,1,.10575183894798101000,388.02090236790576000000,0
Hotspot,0,6400,690,40,15,1,.05863277176104020000,389.08730711964430000000,0
eVST-RS,0,6400,690,40,10,2,1.42915007725241600000,1310.10517493190150000000,0
Hotspot,0,6400,690,40,10,2,.20629849023498537000,1245.19311760200300000000,0
eVST-RS,0,6400,690,40,15,2,.16551478303335898000,453.41509019466340000000,0
Hotspot,0,6400,690,40,15,2,.06784705132849922000,466.16021027073833000000,0
eVST-RS,0,6400,689,40,10,3,2.26777781199052700000,1323.81660146091350000000,0
Hotspot,0,6400,689,40,10,3,.31678063130311784000,1367.24931544360670000000,0
eVST-RS,0,6400,689,40,15,3,.31925216777563037000,525.61227015059890000000,0
Hotspot,0,6400,689,40,15,3,.11805109815941250000,521.56471888926890000000,0
eVST-RS,0,6400,689,40,10,4,2.60107522297585100000,1296.53608852561320000000,0
Hotspot,0,6400,689,40,10,4,.24583517879545980000,1213.81729130786970000000,0
eVST-RS,0,6400,689,40,15,4,.14074454789442825000,441.67735114609013000000,0
Hotspot,0,6400,689,40,15,4,.07869678459428542000,441.67735114609020000000,0
eVST-RS,0,6400,686,40,10,5,1.47919109189024310000,1401.18141746490030000000,0
Hotspot,0,6400,686,40,10,5,.21682610662537627000,1247.10525105243300000000,0
eVST-RS,0,6400,686,40,15,5,.18068625105843240000,480.92378314558690000000,0
Hotspot,0,6400,686,40,15,5,.08086673124853405000,454.71764814191730000000,0
eVST-RS,0,6400,688,40,10,6,1.77820516160682020000,1382.85932167131340000000,0
Hotspot,0,6400,688,40,10,6,.29410968237425550000,1460.27400944337390000000,0
eVST-RS,0,6400,688,40,15,6,.26616722760809350000,531.26424902112560000000,0
Hotspot,0,6400,688,40,15,6,.09445327371031453000,526.04729361011250000000,0
eVST-RS,0,6400,690,40,10,7,1.05723337920426270000,1159.29147302969000000000,0
Hotspot,0,6400,690,40,10,7,.17389574308435840000,1090.53911804854060000000,0
eVST-RS,0,6400,690,40,15,7,.16011695684755978000,473.02042905078684000000,0
Hotspot,0,6400,690,40,15,7,.09234530297544552000,481.66233551681336000000,0
eVST-RS,0,6400,690,40,15,8,.97147884015976160000,818.58314440342100000000,0
Hotspot,0,6400,690,40,15,8,.10691714411950670000,568.99380035531420000000,0
eVST-RS,0,6400,690,40,10,9,.88998642845763240000,1191.18071919366600000000,0
Hotspot,0,6400,690,40,10,9,.22842665643474902000,1251.34561104373530000000,0
eVST-RS,0,6400,690,40,15,9,.23442371474811807000,505.53298701534810000000,0
Hotspot,0,6400,690,40,15,9,.09705744654456794000,459.34468977859655000000,0
eVST-RS,0,6400,691,40,10,10,3.20760590579266140000,1254.74902923885800000000,0
Hotspot,0,6400,691,40,10,10,.18772387320314010000,1153.42713805571400000000,0
eVST-RS,0,6400,691,40,15,10,.13784865401794377000,378.14414537292000000000,0
Hotspot,0,6400,691,40,15,10,.05718679857818642600,368.18767271391084000000,0
eVST-RS,0,6400,690,50,10,1,4.67685282337879500000,1816.12732353147300000000,0
Hotspot,0,6400,690,50,10,1,.29247028116515140000,1752.33387043172960000000,0
eVST-RS,0,6400,690,50,15,1,.32642795279753045000,949.32768644146450000000,0
Hotspot,0,6400,690,50,15,1,.15163336151817930000,937.13350005400910000000,0
eVST-RS,0,6400,690,50,15,2,.24617426996701397000,846.45069579337460000000,0
Hotspot,0,6400,690,50,15,2,.12626626275778108000,870.97096432747490000000,0
eVST-RS,0,6400,683,50,15,3,.72828888830918000000,1202.85404946052000000000,0
Hotspot,0,6400,683,50,15,3,.25559658335077984000,1041.13090240289500000000,0
eVST-RS,0,6400,686,50,10,4,12.10772283106052800000,1799.35170579945680000000,0
Hotspot,0,6400,686,50,10,4,.35031157702360360000,1822.66201102730040000000,0
eVST-RS,0,6400,686,50,15,4,.65573245666928410000,980.27117011019970000000,0
Hotspot,0,6400,686,50,15,4,.14427678050560644000,922.35294031453420000000,0
eVST-RS,0,6400,691,50,15,5,.31067817445000400000,857.64195234986830000000,0
Hotspot,0,6400,691,50,15,5,.12177794304625422000,848.67878922375440000000,0
eVST-RS,0,6400,687,50,15,6,.28684665736545867000,960.52188741851150000000,0
Hotspot,0,6400,687,50,15,6,.14404624587768922000,953.29118572098400000000,0
eVST-RS,0,6400,685,50,15,7,1.14008689260481330000,1041.57734881133570000000,0
Hotspot,0,6400,685,50,15,7,.20220373734446184000,985.05061128390080000000,0
eVST-RS,0,6400,685,50,15,8,.47263388179999310000,1071.41480892920700000000,0
Hotspot,0,6400,685,50,15,8,.14773440516182745000,1065.54618140756300000000,0
eVST-RS,0,6400,691,50,15,9,.18611013081317650000,695.20409282866400000000,0
Hotspot,0,6400,691,50,15,9,.09919936587175471000,699.36375823939110000000,0
eVST-RS,0,6400,687,50,10,10,2.16618151759576000000,1628.28109829471400000000,0
Hotspot,0,6400,687,50,10,10,.28778813867756980000,1626.47873005642800000000,0
eVST-RS,0,6400,687,50,15,10,.40576344462897396000,783.34712140872640000000,0
Hotspot,0,6400,687,50,15,10,.12384170166114927000,810.23866142412570000000,0
